a,m,d,h,temp,hum,precip,viento
2016,6,16,5,9.92,93.62,0.0,2.66
2016,6,16,6,9.87,92.88,0.0,2.48
2016,6,16,7,9.87,91.94,0.0,2.19
2016,6,16,8,9.99,91.38,0.0,1.98
2016,6,16,9,10.51,86.31,0.0,1.57
2016,6,16,10,11.74,76.31,0.0,1.42
2016,6,16,11,12.71,71.0,0.0,1.44
2016,6,16,12,13.01,74.62,0.0,1.37
2016,6,16,13,13.14,76.62,0.0,1.52
2016,6,16,14,13.21,76.25,0.0,1.74
2016,6,16,15,13.13,77.25,0.0,1.7
2016,6,16,16,12.7,80.12,0.0,1.45
2016,6,16,17,12.53,80.12,0.0,1.51
2016,6,16,18,12.43,81.12,0.0,1.66
2016,6,16,19,12.26,82.0,0.0,1.86
2016,6,16,20,12.04,81.81,0.0,2.2
2016,6,16,21,11.72,80.38,0.0,2.78
2016,6,16,22,11.27,82.25,0.0,3.04
2016,6,16,23,10.71,86.5,0.0,3.01
2016,6,17,0,10.12,91.12,0.0,2.99
2016,6,17,1,9.54,95.62,0.0,3.02
2016,6,17,2,9.08,98.25,0.0,3.09
2016,6,17,3,8.73,99.06,0.0,3.14
2016,6,17,4,8.4,98.94,0.0,3.11
2016,6,17,5,8.25,97.94,0.0,3.06
2016,6,17,6,8.06,97.44,0.0,3.1
2016,6,17,7,8.03,96.5,0.0,3.28
2016,6,17,8,8.6,92.56,0.01,3.48
2016,6,17,9,9.36,87.69,0.0,3.4
2016,6,17,10,11.04,76.12,0.0,3.91
2016,6,17,11,12.48,69.06,0.0,4.68
2016,6,17,12,13.26,67.56,0.0,4.55
2016,6,17,13,13.56,69.31,0.0,4.03
2016,6,17,14,13.64,70.56,0.0,3.68
2016,6,17,15,13.44,73.19,0.0,3.14
2016,6,17,16,12.58,78.25,0.0,2.67
2016,6,17,17,12.19,78.88,0.0,2.47
2016,6,17,18,12.08,78.94,0.0,2.17
2016,6,17,19,12.02,77.5,0.0,1.91
2016,6,17,20,11.93,74.62,0.0,1.65
2016,6,17,21,11.83,72.5,0.0,1.42
2016,6,17,22,11.6,73.5,0.0,1.4
2016,6,17,23,11.08,76.81,0.0,1.82
2016,6,18,0,10.47,81.69,0.0,2.4
2016,6,18,1,9.84,86.56,0.0,2.87
2016,6,18,2,9.27,90.75,0.0,3.13
2016,6,18,3,8.8,94.19,0.0,3.18
2016,6,18,4,8.39,97.25,0.0,3.14
2016,6,18,5,8.26,98.62,0.01,3.13
2016,6,18,6,8.26,98.69,0.01,3.1
2016,6,18,7,8.43,97.38,0.02,3.03
2016,6,18,8,9.18,93.19,0.0,3.01
2016,6,18,9,9.83,90.12,0.0,2.86
2016,6,18,10,11.19,82.88,0.0,3.27
2016,6,18,11,12.6,74.81,0.0,3.58
2016,6,18,12,13.29,73.81,0.0,3.34
2016,6,18,13,13.57,75.19,0.0,2.79
2016,6,18,14,13.6,74.88,0.0,2.66
2016,6,18,15,13.3,78.12,0.0,2.27
2016,6,18,16,12.63,80.12,0.0,2.17
2016,6,18,17,12.36,79.88,0.0,2.17
2016,6,18,18,12.28,79.75,0.0,2.25
2016,6,18,19,12.15,79.69,0.0,2.35
2016,6,18,20,12.01,78.94,0.0,2.53
2016,6,18,21,11.79,77.69,0.0,2.88
2016,6,18,22,11.51,77.5,0.0,3.24
2016,6,18,23,11.03,80.19,0.0,3.53
2016,6,19,0,10.4,84.75,0.0,3.86
2016,6,19,1,9.75,89.5,0.0,4.22
2016,6,19,2,9.06,94.19,0.0,4.56
2016,6,19,3,8.33,98.0,0.0,4.74
2016,6,19,4,7.84,99.69,0.0,4.7
2016,6,19,5,7.69,99.0,0.0,4.46
2016,6,19,6,7.66,97.81,0.0,4.26
2016,6,19,7,7.83,95.62,0.0,4.39
2016,6,19,8,8.1,94.62,0.0,4.71
2016,6,19,9,8.57,92.5,0.0,4.91
2016,6,19,10,9.09,88.25,0.0,4.82
2016,6,19,11,9.44,84.31,0.0,4.71
2016,6,19,12,9.8,80.62,0.0,4.63
2016,6,19,13,10.21,76.06,0.0,4.64
2016,6,19,14,10.55,72.06,0.0,4.69
2016,6,19,15,10.6,70.25,0.0,4.67
2016,6,19,16,10.04,72.88,0.0,4.46
2016,6,19,17,9.65,74.38,0.0,4.51
2016,6,19,18,9.56,75.81,0.0,4.44
2016,6,19,19,9.45,77.81,0.0,4.5
2016,6,19,20,9.29,80.69,0.0,4.78
2016,6,19,21,9.1,83.56,0.0,5.15
2016,6,19,22,8.93,85.75,0.0,5.37
2016,6,19,23,8.73,87.12,0.0,5.46
2016,6,20,0,8.5,87.69,0.0,5.48
2016,6,20,1,8.27,87.56,0.0,5.34
2016,6,20,2,7.9,88.88,0.0,5.12
2016,6,20,3,7.51,90.69,0.0,5.01
2016,6,20,4,7.19,92.56,0.0,4.94
2016,6,20,5,6.9,94.25,0.0,5.01
2016,6,20,6,6.77,94.31,0.0,5.05
2016,6,20,7,7.08,92.0,0.0,4.94
2016,6,20,8,8.06,86.06,0.0,4.99
2016,6,20,9,8.99,80.25,0.0,5.13
2016,6,20,10,9.76,76.0,0.0,4.94
2016,6,20,11,10.25,73.56,0.0,4.63
2016,6,20,12,10.58,71.69,0.0,4.35
2016,6,20,13,10.85,70.06,0.0,4.14
2016,6,20,14,11.0,69.31,0.0,4.07
2016,6,20,15,10.96,70.06,0.0,4.09
2016,6,20,16,10.28,74.88,0.0,4.23
2016,6,20,17,9.78,77.88,0.0,4.77
2016,6,20,18,9.45,80.62,0.0,5.26
2016,6,20,19,9.17,82.88,0.0,5.65
2016,6,20,20,8.94,85.06,0.0,5.93
2016,6,20,21,8.84,86.44,0.0,6.05
2016,6,20,22,8.82,87.0,0.0,6.07
2016,6,20,23,8.78,87.25,0.0,6.03
2016,6,21,0,8.75,87.0,0.0,5.88
2016,6,21,1,8.67,86.5,0.0,5.6
2016,6,21,2,8.61,85.81,0.0,5.28
2016,6,21,3,8.53,85.31,0.0,5.01
2016,6,21,4,8.46,85.19,0.0,4.85
2016,6,21,5,8.51,84.56,0.0,4.76
2016,6,21,6,8.53,84.19,0.0,4.7
2016,6,21,7,8.56,83.94,0.0,4.64
2016,6,21,8,9.01,81.69,0.0,4.55
2016,6,21,9,9.62,78.12,0.0,4.49
2016,6,21,10,10.26,75.5,0.0,4.17
2016,6,21,11,11.03,72.19,0.0,4.07
2016,6,21,12,11.55,69.0,0.0,3.91
2016,6,21,13,11.86,66.94,0.0,3.74
2016,6,21,14,12.14,65.25,0.0,3.59
2016,6,21,15,12.3,65.56,0.0,3.24
2016,6,21,16,11.83,68.19,0.0,3.15
2016,6,21,17,11.6,70.06,0.0,3.59
2016,6,21,18,11.37,73.69,0.0,4.2
2016,6,21,19,11.0,77.75,0.0,4.59
2016,6,21,20,10.58,81.81,0.0,4.59
2016,6,21,21,10.18,85.56,0.0,4.51
2016,6,21,22,9.82,88.75,0.0,4.48
2016,6,21,23,9.48,91.56,0.0,4.47
2016,6,22,0,9.11,94.69,0.0,4.46
2016,6,22,1,8.73,98.25,0.0,4.46
2016,6,22,2,8.53,100.0,0.0,4.28
2016,6,22,3,8.39,99.88,0.0,3.97
2016,6,22,4,8.05,100.0,0.0,3.74
2016,6,22,5,7.9,99.62,0.0,3.68
2016,6,22,6,8.05,98.25,0.0,3.74
2016,6,22,7,8.33,96.06,0.0,3.87
2016,6,22,8,8.96,92.62,0.0,3.75
2016,6,22,9,9.55,90.12,0.0,3.57
2016,6,22,10,10.33,86.25,0.0,3.1
2016,6,22,11,11.12,82.62,0.0,2.43
2016,6,22,12,11.78,79.19,0.0,2.07
2016,6,22,13,12.36,75.38,0.0,1.74
2016,6,22,14,12.81,72.31,0.0,1.52
2016,6,22,15,12.96,72.31,0.0,1.38
2016,6,22,16,12.63,73.88,0.0,1.34
2016,6,22,17,12.35,75.75,0.0,1.74
2016,6,22,18,12.14,78.19,0.0,2.29
2016,6,22,19,11.93,79.81,0.0,2.77
2016,6,22,20,11.64,80.81,0.0,3.29
2016,6,22,21,11.27,82.88,0.0,3.68
2016,6,22,22,10.9,85.75,0.0,3.9
2016,6,22,23,10.56,88.88,0.0,4.19
2016,6,23,0,10.3,92.06,0.0,4.7
2016,6,23,1,10.13,94.69,0.0,4.83
2016,6,23,2,9.98,97.31,0.0,4.47
2016,6,23,3,9.91,98.56,0.0,4.01
2016,6,23,4,9.92,98.25,0.0,3.54
2016,6,23,5,9.98,97.5,0.0,3.16
2016,6,23,6,10.05,96.5,0.0,2.95
2016,6,23,7,10.17,95.0,0.0,3.02
2016,6,23,8,10.62,92.44,0.0,3.11
2016,6,23,9,11.0,90.81,0.0,3.12
2016,6,23,10,11.69,87.94,0.0,3.1
2016,6,23,11,12.41,85.0,0.0,3.25
2016,6,23,12,13.11,81.94,0.0,3.41
2016,6,23,13,13.65,80.5,0.0,3.15
2016,6,23,14,13.86,81.31,0.0,2.73
2016,6,23,15,13.83,82.38,0.0,2.51
2016,6,23,16,13.31,85.38,0.0,2.41
2016,6,23,17,13.15,85.38,0.0,2.55
2016,6,23,18,13.11,85.62,0.0,2.62
2016,6,23,19,13.01,86.31,0.0,2.75
2016,6,23,20,12.76,87.44,0.0,2.9
2016,6,23,21,12.47,87.88,0.0,3.38
2016,6,23,22,12.06,88.5,0.0,4.2
2016,6,23,23,11.6,90.38,0.0,4.66
2016,6,24,0,11.23,91.62,0.0,4.85
2016,6,24,1,10.91,92.38,0.0,4.87
2016,6,24,2,10.62,93.06,0.0,4.77
2016,6,24,3,10.3,94.12,0.0,4.68
2016,6,24,4,10.02,95.31,0.0,4.63
2016,6,24,5,9.86,96.31,0.0,4.7
2016,6,24,6,9.88,96.56,0.0,4.85
2016,6,24,7,10.11,95.69,0.0,5.02
2016,6,24,8,10.41,94.0,0.0,4.79
2016,6,24,9,10.65,92.5,0.0,3.97
2016,6,24,10,10.87,91.31,0.0,2.88
2016,6,24,11,11.02,90.75,0.0,2.11
2016,6,24,12,11.19,90.81,0.0,1.87
2016,6,24,13,11.51,89.38,0.0,1.98
2016,6,24,14,11.69,89.06,0.0,2.12
2016,6,24,15,11.62,90.44,0.0,2.42
2016,6,24,16,11.39,91.25,0.0,2.86
2016,6,24,17,11.35,91.69,0.0,3.34
2016,6,24,18,11.39,91.69,0.0,3.69
2016,6,24,19,11.4,91.81,0.0,3.67
2016,6,24,20,11.4,91.94,0.0,3.44
2016,6,24,21,11.43,91.88,0.0,3.05
2016,6,24,22,11.49,91.5,0.0,2.51
2016,6,24,23,11.48,91.69,0.0,1.98
2016,6,25,0,11.39,92.38,0.0,1.68
2016,6,25,1,11.25,93.81,0.0,1.96
2016,6,25,2,11.05,95.69,0.0,2.7
2016,6,25,3,10.82,97.06,0.0,3.72
2016,6,25,4,10.62,97.25,0.0,4.57
2016,6,25,5,10.41,97.0,0.0,5.02
2016,6,25,6,10.26,96.88,0.0,5.37
2016,6,25,7,10.3,96.12,0.0,5.93
2016,6,25,8,10.77,93.25,0.0,6.74
2016,6,25,9,11.03,91.88,0.0,7.39
2016,6,25,10,11.23,90.88,0.0,7.85
2016,6,25,11,11.36,89.75,0.0,8.16
2016,6,25,12,11.49,88.31,0.0,8.12
2016,6,25,13,11.55,87.25,0.0,8.22
2016,6,25,14,11.49,86.5,0.0,8.35
2016,6,25,15,11.26,86.62,0.01,9.82
2016,6,25,16,11.01,87.69,0.01,9.27
2016,6,25,17,10.81,88.81,0.02,8.62
2016,6,25,18,10.73,89.44,0.02,9.14
2016,6,25,19,10.83,89.06,0.02,10.01
2016,6,25,20,10.8,89.38,0.04,10.49
2016,6,25,21,10.65,89.69,0.06,10.19
2016,6,25,22,10.51,89.88,0.04,8.75
2016,6,25,23,10.29,90.0,0.02,7.77
2016,6,26,0,10.12,90.06,0.01,8.32
2016,6,26,1,9.96,89.88,0.01,8.88
2016,6,26,2,9.82,89.44,0.01,8.92
2016,6,26,3,9.79,88.19,0.0,9.48
2016,6,26,4,9.9,86.38,0.0,9.67
2016,6,26,5,10.03,85.62,0.0,9.04
2016,6,26,6,10.0,86.75,0.0,8.85
2016,6,26,7,10.09,86.81,0.0,9.11
2016,6,26,8,10.24,86.19,0.0,9.8
2016,6,26,9,10.39,85.81,0.0,10.22
2016,6,26,10,10.72,84.12,0.0,10.83
2016,6,26,11,11.08,82.06,0.01,10.81
2016,6,26,12,11.23,81.44,0.06,11.52
2016,6,26,13,11.14,82.25,0.35,12.38
2016,6,26,14,10.95,85.06,0.57,12.44
2016,6,26,15,10.83,87.5,0.4,12.54
2016,6,26,16,10.78,89.19,0.33,12.25
2016,6,26,17,10.88,90.5,0.52,11.44
2016,6,26,18,11.08,90.75,0.52,11.48
2016,6,26,19,11.23,91.62,0.55,11.43
2016,6,26,20,11.41,92.06,0.68,11.12
2016,6,26,21,11.55,92.69,0.77,10.65
2016,6,26,22,11.75,92.5,0.72,10.03
2016,6,26,23,11.9,92.81,0.57,9.97
2016,6,27,0,11.96,93.75,0.57,9.83
2016,6,27,1,11.91,94.56,0.47,9.2
2016,6,27,2,11.96,94.5,0.22,8.38
2016,6,27,3,12.05,94.44,0.18,7.88
2016,6,27,4,12.07,94.62,0.19,7.92
2016,6,27,5,12.3,93.75,0.14,8.09
2016,6,27,6,12.41,93.62,0.22,7.67
2016,6,27,7,12.39,94.06,0.44,7.45
2016,6,27,8,12.51,94.25,1.47,6.09
2016,6,27,9,12.71,94.38,1.72,4.73
2016,6,27,10,12.96,94.31,1.59,3.87
2016,6,27,11,13.03,94.88,1.81,3.42
2016,6,27,12,13.0,95.38,0.99,2.86
2016,6,27,13,12.79,94.56,0.3,3.28
2016,6,27,14,12.38,91.69,0.35,3.97
2016,6,27,15,12.05,89.75,0.49,3.66
2016,6,27,16,11.82,89.69,0.65,3.2
2016,6,27,17,11.8,88.94,0.1,2.97
2016,6,27,18,11.95,89.12,0.01,2.7
2016,6,27,19,11.94,89.69,0.0,2.59
2016,6,27,20,11.8,89.31,0.0,3.38
2016,6,27,21,11.46,89.69,0.0,4.44
2016,6,27,22,11.22,90.75,0.01,5.28
2016,6,27,23,10.95,91.12,0.02,5.66
2016,6,28,0,10.72,89.81,0.06,5.92
2016,6,28,1,10.5,89.44,0.04,5.55
2016,6,28,2,10.15,91.0,0.01,4.84
2016,6,28,3,9.96,91.5,0.0,5.02
2016,6,28,4,9.82,88.25,0.0,4.83
2016,6,28,5,9.62,86.88,0.0,4.95
2016,6,28,6,9.5,86.81,0.0,5.39
2016,6,28,7,9.56,87.69,0.0,5.84
2016,6,28,8,9.82,87.81,0.0,6.13
2016,6,28,9,9.98,87.44,0.0,6.11
2016,6,28,10,10.75,82.06,0.0,6.46
2016,6,28,11,11.75,74.19,0.0,6.98
2016,6,28,12,12.35,69.94,0.0,7.14
2016,6,28,13,12.56,68.62,0.0,7.09
2016,6,28,14,12.51,69.06,0.0,6.87
2016,6,28,15,12.23,71.38,0.0,6.18
2016,6,28,16,11.69,75.25,0.0,5.43
2016,6,28,17,11.13,78.25,0.0,5.21
2016,6,28,18,10.8,79.94,0.0,5.15
2016,6,28,19,10.62,81.31,0.0,5.14
2016,6,28,20,10.48,82.38,0.0,5.08
2016,6,28,21,10.33,83.56,0.0,5.13
2016,6,28,22,10.06,85.31,0.0,5.14
2016,6,28,23,9.83,86.88,0.0,5.16
2016,6,29,0,9.69,87.88,0.0,5.21
2016,6,29,1,9.48,89.44,0.0,5.21
2016,6,29,2,9.23,91.06,0.01,5.09
2016,6,29,3,9.02,92.0,0.0,4.85
2016,6,29,4,8.88,92.44,0.0,4.58
2016,6,29,5,8.94,91.81,0.0,4.47
2016,6,29,6,9.07,91.5,0.0,4.5
2016,6,29,7,9.46,90.31,0.0,4.5
2016,6,29,8,10.47,86.12,0.0,4.69
2016,6,29,9,11.3,82.88,0.0,4.56
2016,6,29,10,12.39,78.44,0.0,4.75
2016,6,29,11,13.36,76.44,0.0,4.62
2016,6,29,12,13.94,76.75,0.0,3.93
2016,6,29,13,14.31,76.38,0.0,3.77
2016,6,29,14,14.49,76.81,0.0,3.65
2016,6,29,15,14.41,79.44,0.0,3.18
2016,6,29,16,13.7,84.0,0.0,2.77
2016,6,29,17,13.33,85.94,0.0,2.77
2016,6,29,18,13.15,88.12,0.0,2.83
2016,6,29,19,12.97,90.5,0.0,2.91
2016,6,29,20,12.74,93.25,0.0,3.03
2016,6,29,21,12.54,95.81,0.0,3.21
2016,6,29,22,12.4,97.94,0.0,3.43
2016,6,29,23,12.45,98.69,0.0,3.69
2016,6,30,0,12.55,99.0,0.0,3.83
2016,6,30,1,12.63,99.25,0.0,3.78
2016,6,30,2,12.67,99.31,0.0,3.51
2016,6,30,3,12.72,98.88,0.0,3.13
2016,6,30,4,12.77,98.25,0.0,2.64
2016,6,30,5,12.8,97.88,0.0,2.05
2016,6,30,6,13.0,96.5,0.0,1.3
2016,6,30,7,13.31,94.44,0.0,0.57
2016,6,30,8,13.33,94.31,0.01,1.27
2016,6,30,9,13.44,94.06,0.01,2.03
2016,6,30,10,13.77,93.12,0.01,2.37
2016,6,30,11,14.08,92.25,0.01,2.3
2016,6,30,12,14.57,90.81,0.02,1.86
2016,6,30,13,14.95,89.88,0.04,1.53
2016,6,30,14,14.96,90.19,0.04,1.62
2016,6,30,15,14.65,91.81,0.06,2.08
2016,6,30,16,14.05,94.56,0.12,2.52
2016,6,30,17,13.77,95.5,0.11,2.94
2016,6,30,18,13.65,95.69,0.08,3.19
2016,6,30,19,13.5,95.75,0.06,3.42
2016,6,30,20,13.32,95.69,0.04,3.73
2016,6,30,21,13.17,95.38,0.04,4.34
2016,6,30,22,13.03,95.12,0.03,4.75
2016,6,30,23,12.89,95.12,0.03,5.08
2016,7,1,0,12.74,95.19,0.04,5.19
2016,7,1,1,12.64,95.12,0.04,5.02
2016,7,1,2,12.6,95.0,0.06,4.97
2016,7,1,3,12.57,94.94,0.11,5.04
2016,7,1,4,12.55,94.75,0.13,5.1
2016,7,1,5,12.58,94.5,0.12,4.85
2016,7,1,6,12.58,94.44,0.1,4.37
2016,7,1,7,12.59,94.19,0.06,3.91
2016,7,1,8,12.71,93.88,0.27,3.25
2016,7,1,9,12.91,93.69,0.15,2.38
2016,7,1,10,13.2,94.06,0.21,1.35
2016,7,1,11,13.38,93.94,0.13,1.15
2016,7,1,12,13.58,93.12,0.19,1.43
2016,7,1,13,13.9,91.62,0.34,1.7
2016,7,1,14,13.96,91.31,0.46,1.84
2016,7,1,15,13.81,92.06,0.54,1.97
2016,7,1,16,13.46,94.12,0.54,1.86
2016,7,1,17,13.19,94.81,0.23,1.79
2016,7,1,18,13.08,95.0,0.03,1.67
2016,7,1,19,12.97,95.12,0.01,1.59
2016,7,1,20,12.91,95.0,0.01,1.55
2016,7,1,21,12.9,94.69,0.02,1.47
2016,7,1,22,12.91,94.25,0.03,1.39
2016,7,1,23,12.86,94.38,0.05,1.37
2016,7,2,0,12.7,95.12,0.08,1.46
2016,7,2,1,12.55,95.31,0.1,1.67
2016,7,2,2,12.35,94.62,0.12,2.42
2016,7,2,3,12.05,94.81,0.14,3.21
2016,7,2,4,11.77,95.38,0.14,4.03
2016,7,2,5,11.65,95.19,0.13,4.62
2016,7,2,6,11.58,94.94,0.15,4.94
2016,7,2,7,11.62,94.5,0.27,4.99
2016,7,2,8,11.86,93.75,0.24,5.03
2016,7,2,9,12.2,93.12,0.42,4.74
2016,7,2,10,12.76,92.19,0.57,4.69
2016,7,2,11,13.03,92.38,0.75,4.44
2016,7,2,12,13.18,92.81,2.62,4.41
2016,7,2,13,13.25,93.12,7.22,4.64
2016,7,2,14,13.23,93.75,8.48,4.39
2016,7,2,15,13.14,94.5,4.38,4.02
2016,7,2,16,13.01,94.81,0.74,4.23
2016,7,2,17,12.95,94.5,0.1,5.29
2016,7,2,18,12.86,94.38,0.06,5.83
2016,7,2,19,12.77,94.25,0.06,5.24
2016,7,2,20,12.7,94.25,0.08,4.43
2016,7,2,21,12.62,94.31,0.33,4.06
2016,7,2,22,12.63,94.38,1.26,4.56
2016,7,2,23,12.55,94.62,1.25,4.66
2016,7,3,0,12.4,94.88,0.3,4.15
2016,7,3,1,12.33,94.69,0.18,3.57
2016,7,3,2,12.28,94.44,0.77,3.3
2016,7,3,3,12.19,94.44,1.8,3.21
2016,7,3,4,12.06,94.75,3.22,3.35
2016,7,3,5,12.04,94.5,5.35,3.11
2016,7,3,6,12.05,94.12,3.83,2.53
2016,7,3,7,12.18,93.31,1.0,2.07
2016,7,3,8,12.58,92.0,0.11,1.89
2016,7,3,9,12.92,91.56,0.06,1.73
2016,7,3,10,13.32,92.38,0.31,1.25
2016,7,3,11,13.69,91.69,0.15,0.37
2016,7,3,12,14.47,89.31,0.38,0.76
2016,7,3,13,15.05,88.31,0.94,1.49
2016,7,3,14,15.01,90.06,0.31,2.37
2016,7,3,15,14.74,92.44,0.1,2.92
2016,7,3,16,14.31,94.81,0.12,3.03
2016,7,3,17,13.9,96.44,0.11,3.01
2016,7,3,18,13.71,97.06,0.03,3.06
2016,7,3,19,13.62,97.19,0.11,3.08
2016,7,3,20,13.61,96.94,0.35,3.05
2016,7,3,21,13.54,96.69,0.86,3.01
2016,7,3,22,13.4,96.62,0.84,2.95
2016,7,3,23,13.26,96.62,0.75,2.6
2016,7,4,0,13.14,96.0,2.74,3.22
2016,7,4,1,12.99,95.25,6.0,5.24
2016,7,4,2,12.9,94.88,4.98,5.9
2016,7,4,3,12.78,94.62,3.75,6.0
2016,7,4,4,12.5,94.25,3.45,6.0
2016,7,4,5,12.11,93.56,2.04,4.89
2016,7,4,6,11.7,93.62,0.94,7.36
2016,7,4,7,11.32,93.44,7.23,8.34
2016,7,4,8,11.56,92.81,2.12,7.53
2016,7,4,9,11.94,92.0,0.82,4.56
2016,7,4,10,12.11,92.19,0.2,6.78
2016,7,4,11,12.33,91.25,0.36,8.57
2016,7,4,12,12.51,89.75,0.27,8.22
2016,7,4,13,12.65,89.31,0.29,7.47
2016,7,4,14,12.69,89.62,0.53,6.73
2016,7,4,15,12.65,90.69,0.25,6.87
2016,7,4,16,12.4,91.44,0.08,8.46
2016,7,4,17,12.07,91.44,0.03,7.88
2016,7,4,18,11.8,91.0,0.01,5.09
2016,7,4,19,11.48,91.38,0.0,6.53
2016,7,4,20,11.2,90.94,0.0,8.0
2016,7,4,21,10.87,91.38,0.0,6.96
2016,7,4,22,10.57,91.88,0.0,6.4
2016,7,4,23,10.3,92.44,0.0,6.28
2016,7,5,0,10.08,93.0,0.01,6.38
2016,7,5,1,9.9,93.25,0.03,6.44
2016,7,5,2,9.72,93.38,0.06,6.54
2016,7,5,3,9.44,94.56,0.08,7.0
2016,7,5,4,9.18,95.5,0.07,7.15
2016,7,5,5,9.11,95.19,0.05,6.13
2016,7,5,6,9.22,94.62,0.02,6.55
2016,7,5,7,9.43,93.31,0.03,6.56
2016,7,5,8,9.84,91.25,0.69,6.87
2016,7,5,9,10.32,88.88,0.76,7.34
2016,7,5,10,10.9,85.81,0.21,7.88
2016,7,5,11,11.4,82.44,0.16,7.81
2016,7,5,12,11.72,78.56,0.05,7.6
2016,7,5,13,11.74,75.12,0.03,8.34
2016,7,5,14,11.62,70.81,0.04,5.77
2016,7,5,15,11.26,70.12,0.07,4.85
2016,7,5,16,10.85,72.0,0.02,5.66
2016,7,5,17,10.52,74.5,0.08,7.38
2016,7,5,18,10.21,77.25,0.02,7.07
2016,7,5,19,10.19,78.06,0.0,6.08
2016,7,5,20,10.29,78.56,0.0,6.74
2016,7,5,21,10.35,79.62,0.02,6.86
2016,7,5,22,10.43,80.31,0.08,6.8
2016,7,5,23,10.39,81.06,0.21,7.39
2016,7,6,0,10.13,82.81,0.52,7.73
2016,7,6,1,9.78,84.56,1.73,7.7
2016,7,6,2,9.52,85.5,3.24,7.51
2016,7,6,3,9.44,84.88,2.85,7.27
2016,7,6,4,9.47,82.81,2.27,6.71
2016,7,6,5,9.65,79.38,1.08,5.74
2016,7,6,6,9.76,77.44,0.22,5.15
2016,7,6,7,9.8,78.0,0.03,5.48
2016,7,6,8,10.05,77.62,0.03,5.75
2016,7,6,9,10.35,76.69,0.0,5.92
2016,7,6,10,11.19,74.12,0.0,6.41
2016,7,6,11,12.22,70.56,0.0,7.37
2016,7,6,12,13.12,66.19,0.0,8.03
2016,7,6,13,13.8,63.62,0.0,7.98
2016,7,6,14,14.18,63.5,0.0,7.47
2016,7,6,15,14.12,66.62,0.0,6.56
2016,7,6,16,13.28,71.69,0.0,6.09
2016,7,6,17,12.61,74.88,0.0,6.81
2016,7,6,18,12.25,77.0,0.0,7.38
2016,7,6,19,12.02,77.0,0.0,8.26
2016,7,6,20,11.55,79.62,0.0,8.42
2016,7,6,21,10.87,84.38,0.0,7.88
2016,7,6,22,10.27,88.19,0.0,7.45
2016,7,6,23,9.76,91.31,0.0,7.19
2016,7,7,0,9.3,94.06,0.0,7.09
2016,7,7,1,8.91,96.06,0.0,6.78
2016,7,7,2,8.57,97.25,0.0,6.29
2016,7,7,3,8.27,98.0,0.0,5.97
2016,7,7,4,8.01,98.31,0.0,5.7
2016,7,7,5,7.9,98.19,0.0,5.42
2016,7,7,6,7.9,98.0,0.0,5.32
2016,7,7,7,8.25,96.19,0.0,5.47
2016,7,7,8,9.12,89.69,0.0,5.64
2016,7,7,9,10.26,80.88,0.0,5.67
2016,7,7,10,11.25,76.69,0.0,5.39
2016,7,7,11,12.35,73.69,0.0,5.55
2016,7,7,12,13.48,70.31,0.0,5.96
2016,7,7,13,14.28,69.81,0.0,5.63
2016,7,7,14,14.56,71.06,0.0,4.91
2016,7,7,15,14.44,74.12,0.0,3.95
2016,7,7,16,13.64,78.75,0.0,3.28
2016,7,7,17,13.17,79.81,0.0,3.26
2016,7,7,18,12.98,80.38,0.0,3.48
2016,7,7,19,12.76,80.5,0.0,4.03
2016,7,7,20,12.51,80.94,0.0,4.57
2016,7,7,21,12.19,82.19,0.0,4.93
2016,7,7,22,11.84,84.12,0.0,5.12
2016,7,7,23,11.35,86.94,0.0,5.18
2016,7,8,0,10.76,90.38,0.0,5.03
2016,7,8,1,10.26,93.94,0.0,5.05
2016,7,8,2,9.78,97.56,0.0,5.31
2016,7,8,3,9.47,99.44,0.0,5.36
2016,7,8,4,9.27,99.62,0.0,5.13
2016,7,8,5,9.22,98.94,0.0,4.96
2016,7,8,6,9.15,98.81,0.0,4.93
2016,7,8,7,9.36,97.0,0.0,4.65
2016,7,8,8,9.98,93.12,0.0,3.87
2016,7,8,9,10.86,89.5,0.0,3.32
2016,7,8,10,12.23,84.38,0.0,3.67
2016,7,8,11,13.51,79.31,0.0,4.21
2016,7,8,12,14.48,75.94,0.0,4.09
2016,7,8,13,14.85,74.5,0.0,4.09
2016,7,8,14,14.83,75.69,0.0,3.78
2016,7,8,15,14.37,79.19,0.0,3.6
2016,7,8,16,13.9,80.75,0.0,4.04
2016,7,8,17,13.58,82.0,0.0,4.72
2016,7,8,18,13.4,83.38,0.0,5.46
2016,7,8,19,13.13,85.0,0.0,5.92
2016,7,8,20,12.82,87.06,0.0,6.16
2016,7,8,21,12.51,89.19,0.0,6.23
2016,7,8,22,12.22,91.19,0.0,6.06
2016,7,8,23,11.8,93.69,0.0,5.83
2016,7,9,0,11.4,96.12,0.0,5.56
2016,7,9,1,11.07,97.81,0.0,5.15
2016,7,9,2,10.89,98.31,0.0,4.79
2016,7,9,3,10.82,98.31,0.0,4.85
2016,7,9,4,10.75,98.25,0.0,5.2
2016,7,9,5,10.71,97.81,0.0,5.32
2016,7,9,6,10.65,97.5,0.0,5.32
2016,7,9,7,10.72,96.56,0.0,5.38
2016,7,9,8,11.16,94.06,0.0,5.65
2016,7,9,9,11.59,91.81,0.0,5.9
2016,7,9,10,12.58,84.94,0.0,6.42
2016,7,9,11,13.44,79.62,0.0,6.19
