a,m,d,h,temp,hum,precip,viento
2014,12,31,20,22.49,80.56,0.0,3.78
2014,12,31,21,22.31,80.56,0.0,3.38
2014,12,31,22,22.2,81.06,0.0,3.51
2014,12,31,23,22.11,81.12,0.0,3.62
2015,1,1,0,22.05,79.94,0.0,3.48
2015,1,1,1,22.03,78.25,0.0,3.3
2015,1,1,2,21.97,77.19,0.0,3.46
2015,1,1,3,21.87,77.25,0.0,4.15
2015,1,1,4,21.67,78.31,0.0,5.3
2015,1,1,5,21.55,78.81,0.0,6.71
2015,1,1,6,21.54,78.75,0.04,7.94
2015,1,1,7,21.51,77.94,0.09,9.17
2015,1,1,8,21.62,72.25,0.0,10.06
2015,1,1,9,21.87,64.0,0.02,10.06
2015,1,1,10,21.55,62.12,0.04,10.85
2015,1,1,11,20.76,64.81,0.36,10.41
2015,1,1,12,21.4,60.06,0.22,9.12
2015,1,1,13,22.67,51.5,0.02,9.29
2015,1,1,14,23.38,46.69,0.03,9.86
2015,1,1,15,23.5,45.94,0.0,10.67
2015,1,1,16,23.55,46.31,0.0,11.02
2015,1,1,17,23.18,48.19,0.0,10.83
2015,1,1,18,22.41,53.56,0.0,10.19
2015,1,1,19,21.73,59.69,0.0,9.41
2015,1,1,20,21.29,64.88,0.0,8.9
2015,1,1,21,20.62,69.81,0.0,9.23
2015,1,1,22,19.87,73.12,0.0,9.22
2015,1,1,23,19.26,75.5,0.0,8.45
2015,1,2,0,18.61,77.44,0.0,8.03
2015,1,2,1,17.92,79.19,0.0,7.58
2015,1,2,2,17.42,80.12,0.0,7.62
2015,1,2,3,17.07,80.62,0.0,7.89
2015,1,2,4,16.66,81.88,0.0,8.22
2015,1,2,5,16.61,81.69,0.0,8.75
2015,1,2,6,17.0,78.25,0.0,8.93
2015,1,2,7,17.55,74.56,0.0,8.27
2015,1,2,8,18.31,69.0,0.0,6.8
2015,1,2,9,19.21,63.19,0.0,5.79
2015,1,2,10,20.25,58.31,0.0,5.88
2015,1,2,11,21.32,54.0,0.0,6.33
2015,1,2,12,22.31,50.25,0.0,6.66
2015,1,2,13,23.19,47.12,0.0,6.73
2015,1,2,14,23.89,44.81,0.0,6.59
2015,1,2,15,24.39,43.19,0.0,6.34
2015,1,2,16,24.73,42.12,0.0,6.08
2015,1,2,17,24.69,42.69,0.0,5.7
2015,1,2,18,24.04,47.56,0.0,5.25
2015,1,2,19,23.23,52.0,0.0,5.36
2015,1,2,20,22.76,54.5,0.0,5.26
2015,1,2,21,22.24,56.44,0.0,4.8
2015,1,2,22,21.7,58.12,0.0,4.37
2015,1,2,23,21.22,59.12,0.0,3.98
2015,1,3,0,20.89,58.0,0.0,3.15
2015,1,3,1,20.69,54.44,0.0,1.99
2015,1,3,2,20.71,50.44,0.0,0.81
2015,1,3,3,20.81,49.06,0.0,0.65
2015,1,3,4,20.64,52.56,0.0,1.74
2015,1,3,5,20.66,59.06,0.0,3.01
2015,1,3,6,21.23,58.0,0.0,4.26
2015,1,3,7,21.85,56.88,0.0,5.31
2015,1,3,8,22.69,54.31,0.0,6.18
2015,1,3,9,23.63,51.5,0.0,6.95
2015,1,3,10,24.53,48.88,0.0,7.66
2015,1,3,11,25.3,46.75,0.0,8.02
2015,1,3,12,25.94,45.06,0.0,8.04
2015,1,3,13,26.47,44.12,0.0,7.75
2015,1,3,14,26.79,44.31,0.0,7.27
2015,1,3,15,26.84,46.38,0.0,6.8
2015,1,3,16,26.77,49.5,0.0,6.29
2015,1,3,17,26.53,53.94,0.0,5.5
2015,1,3,18,25.77,60.06,0.0,4.7
2015,1,3,19,24.99,64.38,0.0,4.71
2015,1,3,20,24.49,66.88,0.0,4.58
2015,1,3,21,24.05,69.38,0.0,4.17
2015,1,3,22,23.45,74.19,0.0,4.26
2015,1,3,23,22.61,78.94,0.0,5.74
2015,1,4,0,21.15,80.31,0.0,8.51
2015,1,4,1,19.32,85.94,0.0,9.4
2015,1,4,2,18.25,90.06,0.0,8.76
2015,1,4,3,17.9,89.81,0.0,7.78
2015,1,4,4,17.79,88.31,0.0,7.0
2015,1,4,5,17.94,85.62,0.0,6.31
2015,1,4,6,18.51,81.44,0.0,5.22
2015,1,4,7,19.25,77.44,0.0,4.29
2015,1,4,8,20.05,73.94,0.0,3.64
2015,1,4,9,20.98,70.19,0.0,3.16
2015,1,4,10,21.98,65.81,0.0,2.75
2015,1,4,11,22.76,61.69,0.0,2.47
2015,1,4,12,23.32,58.25,0.0,2.52
2015,1,4,13,23.76,55.31,0.0,2.67
2015,1,4,14,24.13,53.12,0.0,3.04
2015,1,4,15,24.4,52.19,0.0,3.76
2015,1,4,16,24.4,53.56,0.0,4.83
2015,1,4,17,23.76,58.62,0.0,6.19
2015,1,4,18,22.5,66.31,0.0,7.35
2015,1,4,19,21.26,72.88,0.0,7.69
2015,1,4,20,20.83,74.88,0.0,7.3
2015,1,4,21,20.81,74.94,0.0,6.94
2015,1,4,22,20.83,75.44,0.0,6.86
2015,1,4,23,20.8,76.0,0.0,6.86
2015,1,5,0,20.74,76.5,0.0,6.77
2015,1,5,1,20.6,77.25,0.0,6.59
2015,1,5,2,20.44,77.69,0.0,6.37
2015,1,5,3,20.37,78.75,0.0,6.28
2015,1,5,4,20.39,81.06,0.0,6.29
2015,1,5,5,21.03,81.81,0.0,6.49
2015,1,5,6,22.15,79.94,0.0,6.37
2015,1,5,7,23.49,76.62,0.0,6.37
2015,1,5,8,24.98,71.31,0.0,5.91
2015,1,5,9,26.44,65.38,0.0,5.52
2015,1,5,10,27.45,64.06,0.0,4.7
2015,1,5,11,28.04,63.31,0.0,4.26
2015,1,5,12,28.46,61.69,0.0,4.3
2015,1,5,13,28.78,60.5,0.0,4.46
2015,1,5,14,28.97,59.88,0.0,4.65
2015,1,5,15,28.99,60.0,0.0,4.88
2015,1,5,16,28.83,61.19,0.0,5.06
2015,1,5,17,28.35,64.38,0.0,4.95
2015,1,5,18,27.63,68.94,0.0,4.82
2015,1,5,19,26.98,72.38,0.0,5.38
2015,1,5,20,26.73,73.06,0.0,6.27
2015,1,5,21,26.38,74.25,0.0,6.85
2015,1,5,22,25.94,76.25,0.0,6.9
2015,1,5,23,25.5,78.44,0.0,6.73
2015,1,6,0,25.12,80.56,0.0,6.14
2015,1,6,1,24.83,82.38,0.0,5.9
2015,1,6,2,24.57,84.38,0.09,5.99
2015,1,6,3,24.3,86.88,2.18,6.1
2015,1,6,4,24.23,88.5,0.87,6.72
2015,1,6,5,24.15,90.12,1.06,6.7
2015,1,6,6,24.12,91.62,1.8,6.14
2015,1,6,7,24.48,90.69,4.03,5.77
2015,1,6,8,24.91,89.88,0.02,5.17
2015,1,6,9,25.69,86.75,0.04,5.03
2015,1,6,10,26.27,85.62,0.07,4.36
2015,1,6,11,26.6,85.25,0.08,3.79
2015,1,6,12,26.87,84.81,0.11,3.52
2015,1,6,13,27.03,85.06,0.15,3.43
2015,1,6,14,27.06,85.94,0.21,3.28
2015,1,6,15,27.03,87.31,0.12,3.22
2015,1,6,16,27.01,88.62,0.15,3.47
2015,1,6,17,26.77,91.06,0.37,3.61
2015,1,6,18,26.46,93.12,0.23,4.72
2015,1,6,19,26.26,94.19,0.48,6.95
2015,1,6,20,26.0,94.94,0.54,7.78
2015,1,6,21,25.64,95.94,0.33,7.26
2015,1,6,22,25.33,96.88,0.15,5.69
2015,1,6,23,25.09,97.06,0.06,3.47
2015,1,7,0,25.01,96.56,0.08,4.52
2015,1,7,1,24.8,95.31,0.08,5.42
2015,1,7,2,24.42,94.56,0.06,5.74
2015,1,7,3,23.87,93.31,0.05,6.75
2015,1,7,4,22.83,92.38,0.07,7.87
2015,1,7,5,21.84,89.56,0.06,8.39
2015,1,7,6,21.62,86.62,0.07,8.4
2015,1,7,7,22.24,83.94,0.07,7.23
2015,1,7,8,22.59,82.69,0.0,5.59
2015,1,7,9,22.81,82.5,0.0,5.51
2015,1,7,10,23.14,80.31,0.0,4.74
2015,1,7,11,23.45,78.81,0.0,4.87
2015,1,7,12,23.88,76.31,0.0,4.59
2015,1,7,13,24.36,73.31,0.0,3.91
2015,1,7,14,24.75,70.81,0.0,3.47
2015,1,7,15,24.93,70.06,0.0,3.63
2015,1,7,16,24.9,70.38,0.0,3.89
2015,1,7,17,24.8,71.69,0.0,4.41
2015,1,7,18,24.49,74.12,0.0,4.91
2015,1,7,19,24.13,75.56,0.0,5.27
2015,1,7,20,23.87,75.5,0.0,5.25
2015,1,7,21,23.64,74.69,0.0,4.86
2015,1,7,22,23.48,73.44,0.0,4.26
2015,1,7,23,23.35,72.69,0.0,3.86
2015,1,8,0,23.23,72.38,0.0,3.5
2015,1,8,1,23.13,71.75,0.0,2.94
2015,1,8,2,22.98,72.38,0.0,2.81
2015,1,8,3,22.87,73.12,0.0,2.69
2015,1,8,4,22.76,73.94,0.0,2.49
2015,1,8,5,23.01,74.06,0.0,2.13
2015,1,8,6,23.57,72.06,0.0,1.73
2015,1,8,7,24.31,69.81,0.0,1.51
2015,1,8,8,25.37,66.06,0.0,1.82
2015,1,8,9,26.4,62.38,0.0,2.3
2015,1,8,10,27.37,58.88,0.0,2.38
2015,1,8,11,28.07,58.06,0.0,2.39
2015,1,8,12,28.24,64.5,0.0,2.12
2015,1,8,13,28.4,66.44,0.0,2.0
2015,1,8,14,28.58,66.31,0.0,2.13
2015,1,8,15,28.67,66.38,0.0,2.29
2015,1,8,16,28.65,67.06,0.0,2.55
2015,1,8,17,28.48,68.75,0.0,2.8
2015,1,8,18,27.98,72.38,0.0,2.92
2015,1,8,19,27.51,74.5,0.0,3.2
2015,1,8,20,27.26,75.5,0.0,3.53
2015,1,8,21,26.93,77.25,0.02,4.56
2015,1,8,22,26.39,83.25,0.08,5.83
2015,1,8,23,25.98,87.88,0.19,5.84
2015,1,9,0,25.72,89.81,0.3,5.45
2015,1,9,1,25.53,90.31,0.33,5.99
2015,1,9,2,25.3,91.12,0.28,6.8
2015,1,9,3,25.15,91.31,0.33,6.27
2015,1,9,4,25.08,90.88,0.32,6.24
2015,1,9,5,25.14,90.38,0.84,6.8
2015,1,9,6,25.29,90.0,2.87,6.89
2015,1,9,7,25.26,89.69,1.14,7.33
2015,1,9,8,25.55,87.69,4.83,7.58
2015,1,9,9,26.38,83.94,4.82,7.77
2015,1,9,10,27.05,81.0,3.96,7.8
2015,1,9,11,27.69,78.44,1.88,7.78
2015,1,9,12,28.23,77.06,0.72,7.75
2015,1,9,13,28.76,75.25,0.15,7.23
2015,1,9,14,29.25,72.0,0.05,6.69
2015,1,9,15,29.48,69.62,0.01,6.18
2015,1,9,16,29.41,70.0,0.0,5.23
2015,1,9,17,29.08,72.44,0.0,4.12
2015,1,9,18,28.33,77.56,0.0,3.74
2015,1,9,19,27.64,79.69,0.0,5.1
2015,1,9,20,27.06,81.88,0.0,5.99
2015,1,9,21,26.37,84.88,0.0,6.56
2015,1,9,22,25.39,87.06,0.0,7.24
2015,1,9,23,24.05,79.94,0.0,8.17
2015,1,10,0,23.01,81.12,0.0,8.13
2015,1,10,1,22.66,81.75,0.0,7.65
2015,1,10,2,22.35,80.69,0.0,7.03
2015,1,10,3,21.98,79.5,0.0,6.44
2015,1,10,4,21.65,78.31,0.0,5.82
2015,1,10,5,21.73,75.69,0.0,5.4
2015,1,10,6,22.22,71.0,0.0,4.71
2015,1,10,7,22.83,67.44,0.0,4.13
2015,1,10,8,23.57,63.94,0.0,3.33
2015,1,10,9,24.68,58.44,0.0,2.95
2015,1,10,10,25.88,52.0,0.0,2.69
2015,1,10,11,26.86,46.62,0.0,2.46
2015,1,10,12,27.6,43.69,0.0,2.44
2015,1,10,13,28.15,42.25,0.0,2.41
2015,1,10,14,28.53,41.06,0.0,2.23
2015,1,10,15,28.83,38.88,0.0,1.13
2015,1,10,16,28.87,39.38,0.0,0.75
2015,1,10,17,28.63,43.0,0.0,1.8
2015,1,10,18,28.02,49.62,0.0,2.39
2015,1,10,19,27.53,54.56,0.0,3.1
2015,1,10,20,27.31,57.88,0.0,3.74
2015,1,10,21,26.98,62.56,0.0,4.43
2015,1,10,22,26.54,67.88,0.0,5.12
2015,1,10,23,25.86,73.12,0.0,5.34
2015,1,11,0,25.14,77.5,0.02,4.72
2015,1,11,1,24.68,80.38,0.02,3.5
2015,1,11,2,24.58,82.12,0.02,2.8
2015,1,11,3,24.77,83.5,0.0,3.31
2015,1,11,4,25.01,84.25,0.0,3.86
2015,1,11,5,25.3,84.94,0.0,4.01
2015,1,11,6,25.56,85.0,0.02,3.36
2015,1,11,7,25.73,85.81,0.04,3.57
2015,1,11,8,26.16,83.62,0.0,4.09
2015,1,11,9,26.55,80.56,0.0,3.3
2015,1,11,10,27.01,77.06,0.0,3.29
2015,1,11,11,27.62,73.56,0.0,3.64
2015,1,11,12,28.17,70.94,0.0,3.87
2015,1,11,13,28.41,69.69,0.0,4.02
2015,1,11,14,28.47,69.06,0.0,4.07
2015,1,11,15,28.62,67.94,0.0,3.93
2015,1,11,16,28.71,67.5,0.0,4.06
2015,1,11,17,28.54,68.69,0.0,4.25
2015,1,11,18,28.01,72.44,0.0,4.47
2015,1,11,19,27.44,76.06,0.0,5.18
2015,1,11,20,27.05,79.06,0.0,5.88
2015,1,11,21,26.62,81.88,0.0,6.32
2015,1,11,22,26.13,84.62,0.0,6.56
2015,1,11,23,25.55,87.69,0.0,6.3
2015,1,12,0,24.9,90.62,0.0,5.83
2015,1,12,1,24.58,88.31,0.0,5.34
2015,1,12,2,24.15,87.56,0.0,4.89
2015,1,12,3,23.7,88.12,0.0,4.66
2015,1,12,4,23.4,88.88,0.0,4.65
2015,1,12,5,23.68,87.94,0.0,5.02
2015,1,12,6,24.37,85.12,0.0,5.09
2015,1,12,7,25.62,80.31,0.0,5.29
2015,1,12,8,27.3,72.88,0.0,5.56
2015,1,12,9,28.45,66.19,0.0,5.36
2015,1,12,10,29.18,62.25,0.0,5.01
2015,1,12,11,29.62,62.69,0.0,4.12
2015,1,12,12,29.84,64.38,0.0,3.24
2015,1,12,13,30.03,64.06,0.0,2.76
2015,1,12,14,30.19,63.0,0.0,2.45
2015,1,12,15,30.21,62.62,0.0,2.4
2015,1,12,16,29.94,64.31,0.0,2.66
2015,1,12,17,29.38,67.94,0.0,2.74
2015,1,12,18,28.58,73.06,0.0,2.74
2015,1,12,19,28.1,73.94,0.0,3.17
2015,1,12,20,27.79,73.31,0.0,3.45
2015,1,12,21,27.15,74.81,0.0,6.12
2015,1,12,22,25.63,78.81,0.0,10.08
2015,1,12,23,23.9,80.69,0.0,11.09
2015,1,13,0,23.3,82.06,0.0,10.93
2015,1,13,1,23.19,82.06,0.0,10.47
2015,1,13,2,23.17,81.94,0.0,9.74
2015,1,13,3,23.2,82.12,0.0,9.22
2015,1,13,4,23.24,82.81,0.0,9.14
2015,1,13,5,23.24,83.5,0.02,9.55
2015,1,13,6,23.11,84.12,0.11,10.26
2015,1,13,7,23.21,84.12,2.82,7.7
2015,1,13,8,23.08,86.69,8.47,7.66
2015,1,13,9,23.0,88.88,11.57,7.93
2015,1,13,10,22.77,89.25,5.11,7.17
2015,1,13,11,23.19,85.69,0.73,6.92
2015,1,13,12,22.94,83.69,0.84,3.25
2015,1,13,13,22.64,84.06,2.08,2.82
2015,1,13,14,23.22,81.0,4.0,3.94
2015,1,13,15,23.94,77.62,1.41,4.27
2015,1,13,16,24.5,76.25,0.14,4.68
2015,1,13,17,24.6,77.12,0.01,4.79
2015,1,13,18,24.28,79.5,0.0,4.86
2015,1,13,19,23.86,82.0,0.0,5.29
2015,1,13,20,23.44,83.06,0.0,4.92
2015,1,13,21,23.08,83.38,0.0,3.67
2015,1,13,22,23.1,83.19,0.0,3.23
2015,1,13,23,23.07,83.06,0.0,2.74
2015,1,14,0,23.04,82.44,0.0,1.81
2015,1,14,1,23.03,83.38,0.0,1.88
2015,1,14,2,22.97,84.81,0.0,2.13
2015,1,14,3,22.96,84.25,0.0,1.78
2015,1,14,4,23.01,83.38,0.0,1.68
2015,1,14,5,23.22,82.94,0.0,2.09
2015,1,14,6,23.58,81.19,0.0,2.68
2015,1,14,7,23.98,79.44,0.0,3.11
2015,1,14,8,24.36,77.38,0.0,3.21
2015,1,14,9,24.81,75.06,0.0,3.32
2015,1,14,10,25.34,72.81,0.0,3.64
2015,1,14,11,25.9,69.62,0.0,3.58
2015,1,14,12,26.48,66.0,0.0,3.27
2015,1,14,13,27.01,63.06,0.01,3.03
2015,1,14,14,27.42,60.81,0.01,2.88
2015,1,14,15,27.76,59.06,0.01,2.63
2015,1,14,16,27.96,58.38,0.0,2.42
2015,1,14,17,27.9,60.81,0.01,2.58
2015,1,14,18,27.32,64.69,0.02,3.6
2015,1,14,19,26.32,71.94,0.07,5.6
2015,1,14,20,25.36,77.25,0.31,7.57
2015,1,14,21,24.51,80.06,0.66,8.47
2015,1,14,22,23.92,82.38,0.42,8.44
2015,1,14,23,23.26,85.19,0.36,8.42
2015,1,15,0,22.69,87.06,0.31,8.4
2015,1,15,1,22.33,87.81,0.31,8.31
2015,1,15,2,22.1,88.0,0.36,8.02
2015,1,15,3,21.93,88.0,0.36,7.65
2015,1,15,4,21.76,87.94,0.23,7.21
2015,1,15,5,21.82,86.94,0.11,7.13
2015,1,15,6,22.21,83.75,0.04,7.19
2015,1,15,7,22.83,79.88,0.04,7.03
2015,1,15,8,23.54,76.38,0.0,6.39
2015,1,15,9,24.15,73.56,0.0,5.86
2015,1,15,10,24.7,70.94,0.0,5.31
2015,1,15,11,25.21,68.44,0.0,4.96
2015,1,15,12,25.62,66.44,0.0,4.79
2015,1,15,13,25.97,64.81,0.0,4.8
2015,1,15,14,26.19,64.0,0.0,5.05
2015,1,15,15,26.21,64.12,0.0,5.45
2015,1,15,16,26.06,64.81,0.0,5.73
2015,1,15,17,25.8,66.44,0.0,6.0
2015,1,15,18,25.3,70.12,0.0,6.57
2015,1,15,19,24.59,75.5,0.0,7.29
2015,1,15,20,23.99,80.19,0.0,7.37
2015,1,15,21,23.63,83.25,0.0,6.92
2015,1,15,22,23.57,84.38,0.0,6.17
2015,1,15,23,23.67,84.31,0.0,5.4
2015,1,16,0,23.73,84.25,0.0,4.9
2015,1,16,1,23.73,84.56,0.0,4.83
2015,1,16,2,23.69,85.44,0.0,5.26
2015,1,16,3,23.58,86.81,0.0,5.7
2015,1,16,4,23.43,88.19,0.0,5.94
2015,1,16,5,23.62,87.56,0.0,6.24
2015,1,16,6,24.1,85.62,0.0,6.62
2015,1,16,7,24.63,83.06,0.0,6.6
2015,1,16,8,25.53,77.62,0.02,6.32
2015,1,16,9,26.51,72.06,0.01,6.24
2015,1,16,10,27.34,67.94,0.01,6.17
2015,1,16,11,27.97,65.81,0.01,5.97
2015,1,16,12,28.35,65.69,0.01,5.55
2015,1,16,13,28.56,66.25,0.01,5.07
2015,1,16,14,28.62,67.06,0.02,4.5
2015,1,16,15,28.58,67.81,0.01,3.96
2015,1,16,16,28.41,68.94,0.0,3.55
2015,1,16,17,28.07,71.25,0.0,3.17
2015,1,16,18,27.51,74.19,0.0,3.12
2015,1,16,19,27.01,75.12,0.0,3.43
2015,1,16,20,26.72,74.88,0.0,3.36
2015,1,16,21,26.46,73.75,0.0,3.14
2015,1,16,22,26.15,73.69,0.01,2.9
2015,1,16,23,25.77,76.06,0.06,2.92
2015,1,17,0,25.38,78.56,0.18,2.85
2015,1,17,1,24.98,81.31,0.43,2.44
2015,1,17,2,24.54,85.0,0.43,2.86
2015,1,17,3,24.01,87.81,0.22,5.07
2015,1,17,4,22.98,89.75,0.08,7.54
2015,1,17,5,21.71,90.19,0.04,8.36
2015,1,17,6,20.96,88.62,0.03,8.23
2015,1,17,7,20.6,87.0,0.02,8.25
2015,1,17,8,20.84,83.25,0.0,7.44
2015,1,17,9,21.69,78.06,0.0,6.39
2015,1,17,10,22.51,73.88,0.0,5.69
2015,1,17,11,23.23,70.25,0.0,5.53
2015,1,17,12,24.02,66.44,0.0,5.8
2015,1,17,13,24.76,62.56,0.0,6.24
2015,1,17,14,25.1,60.0,0.0,6.76
2015,1,17,15,24.97,59.94,0.0,7.5
2015,1,17,16,24.37,62.62,0.0,8.31
2015,1,17,17,23.44,67.25,0.0,8.84
2015,1,17,18,22.45,72.06,0.0,9.03
2015,1,17,19,21.83,75.38,0.0,8.65
2015,1,17,20,21.65,76.62,0.0,8.02
2015,1,17,21,21.57,77.0,0.0,7.37
2015,1,17,22,21.51,77.12,0.0,6.8
2015,1,17,23,21.44,77.25,0.0,6.6
2015,1,18,0,21.33,78.12,0.0,6.66
2015,1,18,1,21.19,78.88,0.0,6.41
2015,1,18,2,21.05,79.31,0.0,6.01
2015,1,18,3,20.98,79.5,0.0,5.77
2015,1,18,4,20.85,79.69,0.0,5.78
2015,1,18,5,21.09,78.88,0.0,6.33
2015,1,18,6,21.69,75.5,0.0,6.91
2015,1,18,7,22.23,72.0,0.0,6.89
2015,1,18,8,22.87,68.38,0.0,6.99
2015,1,18,9,23.9,63.56,0.01,7.8
2015,1,18,10,25.06,57.94,0.04,5.98
2015,1,18,11,25.96,55.06,0.36,5.12
2015,1,18,12,26.75,53.81,2.69,4.6
2015,1,18,13,27.26,54.56,4.33,3.84
2015,1,18,14,27.41,59.19,1.37,3.51
2015,1,18,15,27.26,66.62,0.42,3.55
2015,1,18,16,27.05,71.88,0.19,4.03
2015,1,18,17,26.64,76.94,0.1,4.35
2015,1,18,18,26.13,80.75,0.02,4.83
2015,1,18,19,25.68,83.88,0.0,4.96
2015,1,18,20,25.34,86.12,0.0,5.06
2015,1,18,21,25.06,87.75,0.0,5.42
2015,1,18,22,24.83,88.81,0.0,5.82
2015,1,18,23,24.63,89.38,0.0,6.1
2015,1,19,0,24.44,90.06,0.0,6.21
2015,1,19,1,24.25,91.25,0.0,6.52
2015,1,19,2,24.04,92.75,0.0,6.34
2015,1,19,3,23.9,93.44,0.0,6.11
2015,1,19,4,23.8,94.12,0.0,6.71
2015,1,19,5,23.95,93.75,0.0,7.33
2015,1,19,6,24.43,91.81,0.0,6.8
2015,1,19,7,25.44,86.88,0.0,6.35
2015,1,19,8,26.83,79.31,0.0,5.71
2015,1,19,9,27.55,76.81,0.0,4.68
2015,1,19,10,27.51,76.94,0.01,3.79
2015,1,19,11,27.12,78.12,0.02,3.36
2015,1,19,12,26.74,78.12,0.05,3.46
2015,1,19,13,26.12,78.81,0.05,5.25
2015,1,19,14,25.21,82.0,0.07,9.24
2015,1,19,15,24.16,82.19,0.07,13.55
2015,1,19,16,22.89,84.94,0.08,14.24
2015,1,19,17,22.36,85.56,0.19,11.88
2015,1,19,18,22.08,84.25,0.33,11.82
2015,1,19,19,21.77,83.62,1.72,11.07
2015,1,19,20,21.4,81.88,1.82,11.54
2015,1,19,21,20.96,80.19,1.88,11.81
2015,1,19,22,20.2,81.25,1.53,12.25
2015,1,19,23,19.6,83.38,0.41,10.27
2015,1,20,0,19.12,85.69,0.08,9.68
2015,1,20,1,18.78,87.06,0.04,9.48
2015,1,20,2,18.49,88.12,0.01,9.52
2015,1,20,3,18.26,89.19,0.01,9.7
2015,1,20,4,18.25,88.56,0.02,10.21
2015,1,20,5,18.44,87.0,0.03,10.08
2015,1,20,6,19.06,83.25,0.02,9.99
2015,1,20,7,19.96,78.31,0.02,9.16
2015,1,20,8,20.77,74.25,0.01,8.16
2015,1,20,9,21.49,71.25,0.01,7.53
2015,1,20,10,22.12,68.75,0.01,7.22
2015,1,20,11,22.49,67.38,0.0,7.16
2015,1,20,12,22.71,66.25,0.0,7.06
2015,1,20,13,22.92,64.69,0.0,6.82
2015,1,20,14,22.94,64.31,0.0,6.88
2015,1,20,15,22.65,65.25,0.0,7.22
2015,1,20,16,22.23,66.62,0.0,7.37
2015,1,20,17,21.8,67.62,0.0,7.25
2015,1,20,18,21.35,69.44,0.0,7.25
2015,1,20,19,20.87,71.94,0.0,7.42
2015,1,20,20,20.58,73.5,0.0,7.56
2015,1,20,21,20.33,74.25,0.0,7.3
2015,1,20,22,20.17,74.38,0.0,6.92
2015,1,20,23,20.01,74.69,0.0,6.53
2015,1,21,0,19.82,74.94,0.0,6.1
2015,1,21,1,19.61,75.19,0.0,5.66
2015,1,21,2,19.41,75.56,0.0,5.32
2015,1,21,3,19.23,76.44,0.0,5.2
2015,1,21,4,19.01,77.5,0.0,5.23
2015,1,21,5,19.3,77.06,0.0,5.17
2015,1,21,6,20.01,73.5,0.0,5.06
2015,1,21,7,20.73,69.19,0.0,4.7
2015,1,21,8,21.26,66.12,0.0,4.08
2015,1,21,9,21.85,63.19,0.0,3.74
2015,1,21,10,22.46,59.94,0.0,3.57
2015,1,21,11,22.95,56.88,0.0,3.49
2015,1,21,12,23.36,54.69,0.0,3.63
2015,1,21,13,23.69,53.12,0.0,3.96
2015,1,21,14,23.95,51.94,0.0,4.32
2015,1,21,15,24.15,51.25,0.0,4.69
2015,1,21,16,24.18,51.56,0.0,5.13
2015,1,21,17,24.08,53.44,0.0,5.51
2015,1,21,18,23.55,59.31,0.0,6.01
2015,1,21,19,22.83,66.94,0.0,7.01
2015,1,21,20,22.33,72.19,0.0,7.55
2015,1,21,21,21.94,75.38,0.0,7.37
2015,1,21,22,21.68,77.31,0.0,7.1
2015,1,21,23,21.49,78.25,0.0,6.86
2015,1,22,0,21.17,79.81,0.0,6.62
2015,1,22,1,20.76,82.5,0.0,6.52
2015,1,22,2,20.46,84.56,0.0,6.76
2015,1,22,3,20.22,85.69,0.0,7.12
2015,1,22,4,20.06,85.12,0.0,7.54
2015,1,22,5,20.22,82.56,0.0,7.67
2015,1,22,6,20.73,79.19,0.0,7.69
2015,1,22,7,21.67,73.56,0.0,7.97
2015,1,22,8,22.65,67.88,0.0,7.46
2015,1,22,9,23.66,63.06,0.0,7.18
2015,1,22,10,24.57,58.75,0.0,7.17
2015,1,22,11,25.25,54.94,0.0,7.09
2015,1,22,12,25.78,52.62,0.0,6.81
2015,1,22,13,26.23,51.88,0.0,6.58
2015,1,22,14,26.58,51.94,0.0,6.46
2015,1,22,15,26.73,53.12,0.0,6.33
2015,1,22,16,26.67,54.75,0.0,6.31
2015,1,22,17,26.4,57.62,0.0,6.08
2015,1,22,18,25.68,63.19,0.0,5.73
2015,1,22,19,24.9,68.75,0.0,5.91
2015,1,22,20,24.31,74.0,0.0,6.27
2015,1,22,21,23.68,78.31,0.0,6.91
2015,1,22,22,23.25,79.12,0.0,7.84
2015,1,22,23,22.93,77.31,0.0,8.58
2015,1,23,0,22.33,78.25,0.0,8.52
2015,1,23,1,21.92,79.88,0.0,8.48
2015,1,23,2,21.77,80.94,0.0,8.42
2015,1,23,3,21.63,81.44,0.0,8.34
2015,1,23,4,21.55,80.69,0.0,8.47
2015,1,23,5,21.71,78.75,0.0,8.83
2015,1,23,6,22.26,75.12,0.0,8.9
2015,1,23,7,23.01,70.62,0.0,8.77
2015,1,23,8,23.8,67.12,0.0,7.4
2015,1,23,9,24.65,64.25,0.0,6.05
2015,1,23,10,25.45,61.56,0.0,5.48
2015,1,23,11,26.12,59.5,0.0,5.38
2015,1,23,12,26.56,57.94,0.0,5.29
2015,1,23,13,26.89,55.88,0.0,4.58
2015,1,23,14,27.07,53.88,0.0,3.43
2015,1,23,15,27.08,53.31,0.0,3.02
2015,1,23,16,26.96,53.62,0.0,3.09
2015,1,23,17,26.66,54.94,0.0,3.27
2015,1,23,18,26.06,59.56,0.0,3.74
2015,1,23,19,25.59,63.06,0.0,4.29
2015,1,23,20,25.23,66.12,0.0,4.71
2015,1,23,21,24.66,70.44,0.0,4.88
2015,1,23,22,24.04,75.19,0.0,4.89
2015,1,23,23,23.56,78.94,0.0,4.79
2015,1,24,0,23.32,80.56,0.0,4.75
2015,1,24,1,23.19,80.12,0.0,4.73
2015,1,24,2,22.95,79.69,0.0,4.3
